subject 	task 	staircase 	trialNum 	responseSpatialPos 	responseX 	responseY 	correctX 	correctY 	clickX 	clickY 	accuracy 	responsePosInStream 	correctPosInStream 	position0 	position1 	position2 	position3 	position4 	position5 	position6 	position7 	position8 	position9 	position10 	position11 	position12 	position13 	position14 	position15 	position16 	position17 	position18 	position19 	position20 	position21 	position22 	position23 	longFrames
charlieCir 	 dot-jump 	 False 	238	17	3.464101615	-2	1.03527618	-3.863703305	3.526519492	-2.10932007	 False 	11	10	21	18	10	23	11	15	1	4	24	19	14	17	12	3	2	20	13	9	22	7	6	5	16	8	0
charlieCir 	 dot-jump 	 False 	239	19	4	0	-2	-3.464101615	4.086807635	0.098874378	 False 	11	10	20	2	21	4	24	23	7	14	16	8	11	19	1	13	18	9	17	15	3	22	10	5	12	6	0
charlieCir 	 dot-jump 	 False 	240	15	2	-3.464101615	2	-3.464101615	1.977487565	-3.559477618	 True 	10	10	24	4	18	9	3	20	6	12	22	17	15	10	1	19	14	5	7	16	8	11	21	13	23	2	0
charlieCir 	 dot-jump 	 False 	241	20	3.863703305	1.03527618	3.863703305	1.03527618	3.889058879	0.988743783	 True 	10	10	8	19	1	18	4	2	9	16	13	6	20	5	7	12	10	24	3	21	14	23	22	17	11	15	0
charlieCir 	 dot-jump 	 False 	242	2	-1.03527618	3.863703305	-1.03527618	3.863703305	-1.087618161	3.823142626	 True 	10	10	6	5	22	20	3	11	21	4	12	24	2	7	17	16	18	19	1	14	10	23	15	8	9	13	0
charlieCir 	 dot-jump 	 False 	243	13	0	-4	-3.464101615	-2	-0.032958126	-3.954975131	 False 	11	10	3	15	7	17	11	23	20	14	5	1	9	13	19	21	16	6	8	18	22	2	10	24	12	4	0
charlieCir 	 dot-jump 	 False 	244	22	2.828427125	2.828427125	3.464101615	2	2.636650087	2.570733835	 False 	15	10	5	10	18	11	13	20	3	16	6	9	21	1	17	7	12	22	4	24	14	23	19	2	15	8	0
charlieCir 	 dot-jump 	 False 	245	1	0	4	0	4	0.032958126	3.856100753	 True 	10	10	3	15	16	13	17	8	9	20	21	7	1	14	6	18	11	23	24	12	5	2	4	10	22	19	0
charlieCir 	 dot-jump 	 False 	246	6	-3.863703305	1.03527618	3.464101615	-2	-3.987933257	1.219450665	 False 	18	10	23	11	10	20	19	21	15	3	9	22	17	5	8	16	24	13	7	4	6	18	2	14	1	12	0
charlieCir 	 dot-jump 	 False 	247	24	1.03527618	3.863703305	-2	3.464101615	1.021701909	3.856100753	 False 	20	10	11	14	8	15	18	21	23	6	13	5	3	20	12	1	10	2	4	17	19	9	24	16	22	7	0
charlieCir 	 dot-jump 	 False 	248	18	3.863703305	-1.03527618	0	-4	3.856100753	-0.988743783	 False 	21	10	3	1	14	24	16	8	21	2	9	15	13	17	5	20	11	22	19	6	4	23	10	18	7	12	0
charlieCir 	 dot-jump 	 False 	249	22	2.828427125	2.828427125	-3.863703305	1.03527618	2.86735697	2.735524466	 False 	15	10	5	20	4	16	17	2	14	23	15	13	6	24	3	1	18	22	9	21	7	11	10	12	8	19	0
